"state","county","fips_code","geographic_coordinates","days_with_maximum_temperature_above_35_c","days_with_maximum_temperature_above_40c","maximum_of_maximum_temperatures","drought_annualized_frequency","wildfire_annualized_frequency"
"CA","Los Angeles","06037543603","+33.8044726,-118.2937974","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037543604","+33.8095428,-118.2795060","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037543701","+33.8216408,-118.2696970","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037543702","+33.8135657,-118.2696681","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037543703","+33.8026513,-118.2701989","14.47889042","8.058188438","2.352432728","73.11111111","2.3569e-06"
"CA","Los Angeles","06037543801","+33.8414725,-118.2732944","14.47889042","8.058188438","2.352432728","73.11111111","1.85581e-06"
"CA","Los Angeles","06037543802","+33.8293509,-118.2697206","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037543903","+33.8296613,-118.2576884","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037543905","+33.8155623,-118.2550214","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037544001","+33.8388248,-118.2165909","14.47889042","8.058188438","2.352432728","71.16666667","3.15576e-06"
"CA","Los Angeles","06037544002","+33.8289273,-118.2179347","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037550000","+33.9239459,-118.0671761","14.47889042","8.058188438","2.352432728","71.16666667","1.86815e-05"
"CA","Los Angeles","06037550100","+33.9237304,-118.0760625","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037550201","+33.9283366,-118.0840271","14.47889042","8.058188438","2.352432728","71.16666667","3.83467e-06"
"CA","Los Angeles","06037550202","+33.9212850,-118.0896892","14.47889042","8.058188438","2.352432728","71.16666667","4.0323e-06"
"CA","Los Angeles","06037550300","+33.9257822,-118.1013655","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037550400","+33.9365565,-118.0976911","14.47889042","8.058188438","2.352432728","71.16666667","1.47573e-05"
"CA","Los Angeles","06037550500","+33.9502684,-118.1063383","14.47889042","8.058188438","2.352432728","71.16666667","2.42118e-06"
"CA","Los Angeles","06037550601","+33.9622692,-118.1171582","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037550602","+33.9551248,-118.1223634","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037550700","+33.9642238,-118.1314443","14.47889042","8.058188438","2.352432728","71.16666667","3.27257e-06"
"CA","Los Angeles","06037550800","+33.9512700,-118.1433556","14.47889042","8.058188438","2.352432728","71.16666667","4.70278e-05"
"CA","Los Angeles","06037550901","+33.9420607,-118.1289738","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037550902","+33.9477159,-118.1251864","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037551000","+33.9374454,-118.1121410","14.47889042","8.058188438","2.352432728","71.16666667","8.76279e-06"
"CA","Los Angeles","06037551101","+33.9218213,-118.1262274","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037551102","+33.9259214,-118.1206401","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037551201","+33.9280828,-118.1453112","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037551202","+33.9245710,-118.1381271","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037551300","+33.9352796,-118.1339117","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037551401","+33.9440174,-118.1560340","14.47889042","8.058188438","2.352432728","71.16666667","2.03373e-06"
"CA","Los Angeles","06037551402","+33.9414621,-118.1459703","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037551501","+33.9373038,-118.1608904","14.47889042","8.058188438","2.352432728","71.16666667","8.34453e-05"
"CA","Los Angeles","06037551502","+33.9270686,-118.1527452","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037551600","+33.9255374,-118.1619504","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037551700","+33.9172388,-118.1474330","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037551800","+33.9131762,-118.1260092","14.47889042","8.058188438","2.352432728","71.16666667","3.27171e-06"
"CA","Los Angeles","06037551900","+33.9105501,-118.1046032","14.47889042","8.058188438","2.352432728","71.16666667","9.48622e-06"
"CA","Los Angeles","06037552001","+33.9123664,-118.0951779","14.47889042","8.058188438","2.352432728","71.16666667","8.30419e-06"
"CA","Los Angeles","06037552002","+33.9131184,-118.0876278","14.47889042","8.058188438","2.352432728","71.16666667","7.20338e-06"
"CA","Los Angeles","06037552100","+33.9054717,-118.0880792","14.47889042","8.058188438","2.352432728","71.16666667","1.16933e-05"
"CA","Los Angeles","06037552200","+33.9087246,-118.0731800","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037552301","+33.9126443,-118.0648469","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037552302","+33.9065220,-118.0577671","14.47889042","8.058188438","2.352432728","71.16666667","1.51638e-05"
"CA","Los Angeles","06037552400","+33.8991390,-118.0498503","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037552601","+33.8913016,-118.0776264","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037552602","+33.8912309,-118.0639397","14.47889042","8.058188438","2.352432728","71.16666667","5.30293e-06"
"CA","Los Angeles","06037552700","+33.8985899,-118.0732039","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037552800","+33.8984772,-118.0911920","14.47889042","8.058188438","2.352432728","71.16666667","1.68806e-05"
"CA","Los Angeles","06037552900","+33.8912102,-118.0911533","14.47889042","8.058188438","2.352432728","71.16666667","2.34676e-08"
"CA","Los Angeles","06037553000","+33.8945795,-118.1040525","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553100","+33.8905614,-118.1115699","14.47889042","8.058188438","2.352432728","71.16666667","3.32094e-06"
"CA","Los Angeles","06037553200","+33.9049648,-118.1205611","14.47889042","8.058188438","2.352432728","71.16666667","7.58282e-06"
"CA","Los Angeles","06037553300","+33.9043767,-118.1392813","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553400","+33.9082352,-118.1471817","14.47889042","8.058188438","2.352432728","71.16666667","9.94263e-06"
"CA","Los Angeles","06037553502","+33.8999990,-118.1515696","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553503","+33.9130459,-118.1541186","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553504","+33.9067419,-118.1554579","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553601","+33.9046634,-118.1692228","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553602","+33.9089742,-118.1644286","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553701","+33.9049478,-118.1780909","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553702","+33.8975428,-118.1828739","14.47889042","8.058188438","2.352432728","71.16666667","4.5013e-08"
"CA","Los Angeles","06037553801","+33.8927048,-118.1687296","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553802","+33.8861963,-118.1719652","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553901","+33.8928037,-118.1514235","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037553902","+33.8851416,-118.1530830","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554001","+33.8990638,-118.1322329","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554002","+33.8922721,-118.1336322","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554101","+33.8928105,-118.1236012","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554103","+33.8996980,-118.1201748","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554104","+33.8931415,-118.1195565","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554105","+33.8860491,-118.1198534","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554201","+33.8838461,-118.1382741","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554203","+33.8802194,-118.1247134","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554204","+33.8847475,-118.1285840","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554301","+33.8822564,-118.1456075","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554302","+33.8729892,-118.1469030","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554403","+33.8736738,-118.1382198","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554404","+33.8737190,-118.1295305","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554405","+33.8737602,-118.1212147","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554406","+33.8726125,-118.1125129","14.47889042","8.058188438","2.352432728","71.16666667","4.54895e-07"
"CA","Los Angeles","06037554511","+33.8799253,-118.0387822","14.47889042","8.058188438","2.352432728","71.16666667","6.16499e-06"
"CA","Los Angeles","06037554512","+33.8767523,-118.0551676","14.47889042","8.058188438","2.352432728","71.16666667","3.8036e-06"
"CA","Los Angeles","06037554513","+33.8836153,-118.0681112","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554514","+33.8741124,-118.0696561","14.47889042","8.058188438","2.352432728","71.16666667","1.04591e-05"
"CA","Los Angeles","06037554515","+33.8520795,-118.0774113","14.47889042","8.058188438","2.352432728","71.16666667","2.45402e-09"
"CA","Los Angeles","06037554516","+33.8553144,-118.0672796","14.47889042","8.058188438","2.352432728","71.16666667","5.97349e-05"
"CA","Los Angeles","06037554517","+33.8623387,-118.0548956","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554518","+33.8682287,-118.0397288","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554519","+33.8527649,-118.0569743","14.47889042","8.058188438","2.352432728","71.16666667","5.49461e-07"
"CA","Los Angeles","06037554521","+33.8721330,-118.1001151","14.47889042","8.058188438","2.352432728","71.16666667","1.46227e-05"
"CA","Los Angeles","06037554522","+33.8523009,-118.0931498","14.47889042","8.058188438","2.352432728","71.16666667","1.04738e-05"
"CA","Los Angeles","06037554600","+33.8836452,-118.0892922","14.47889042","8.058188438","2.352432728","71.16666667","1.37992e-05"
"CA","Los Angeles","06037554700","+33.8842945,-118.0768827","14.47889042","8.058188438","2.352432728","71.16666667","9.09614e-06"
"CA","Los Angeles","06037554801","+33.8768314,-118.0832638","14.47889042","8.058188438","2.352432728","71.16666667","1.82525e-06"
"CA","Los Angeles","06037554802","+33.8693945,-118.0806903","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037554900","+33.8612643,-118.0792349","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037555001","+33.8430305,-118.0882639","14.47889042","8.058188438","2.352432728","71.16666667","3.15661e-05"
"CA","Los Angeles","06037555002","+33.8352186,-118.0892630","14.47889042","8.058188438","2.352432728","71.16666667","5.99803e-05"
"CA","Los Angeles","06037555102","+33.8387305,-118.0769658","14.47889042","8.058188438","2.352432728","71.16666667","1.17931e-05"
"CA","Los Angeles","06037555103","+33.8445898,-118.0652797","14.47889042","8.058188438","2.352432728","71.16666667","2.4319e-05"
"CA","Los Angeles","06037555104","+33.8357784,-118.0653314","14.47889042","8.058188438","2.352432728","71.16666667","2.50605e-05"
"CA","Los Angeles","06037555202","+33.8200771,-118.0728449","14.47889042","8.058188438","2.352432728","71.16666667","1.472e-07"
"CA","Los Angeles","06037555211","+33.8276575,-118.0768628","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037555212","+33.8273348,-118.0662058","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570001","+33.8634660,-118.1171020","14.47889042","8.058188438","2.352432728","71.16666667","1.2086e-05"
"CA","Los Angeles","06037570002","+33.8646532,-118.1294697","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570003","+33.8646013,-118.1402363","14.47889042","8.058188438","2.352432728","71.16666667","3.35825e-07"
"CA","Los Angeles","06037570100","+33.8644752,-118.1532085","14.47889042","8.058188438","2.352432728","71.16666667","4.0138e-06"
"CA","Los Angeles","06037570202","+33.8794113,-118.1785185","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570203","+33.8783269,-118.1600078","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570204","+33.8716329,-118.1556129","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570301","+33.8676075,-118.1922187","14.47889042","8.058188438","2.352432728","71.16666667","3.68909e-07"
"CA","Los Angeles","06037570303","+33.8596484,-118.1925812","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570304","+33.8563177,-118.1926968","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570402","+33.8685443,-118.1986552","14.47889042","8.058188438","2.352432728","71.16666667","4.47705e-06"
"CA","Los Angeles","06037570403","+33.8778668,-118.2044859","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570404","+33.8774960,-118.1959346","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570501","+33.8686923,-118.1796736","14.47889042","8.058188438","2.352432728","71.16666667","9.81202e-06"
"CA","Los Angeles","06037570502","+33.8674703,-118.1668021","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570601","+33.8569402,-118.1809849","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570602","+33.8561559,-118.1729332","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570603","+33.8571712,-118.1623214","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570701","+33.8538919,-118.1483367","14.47889042","8.058188438","2.352432728","71.16666667","6.34321e-06"
"CA","Los Angeles","06037570702","+33.8505787,-118.1595642","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037570800","+33.8533032,-118.1353409","14.47889042","8.058188438","2.352432728","71.16666667","9.13797e-06"
"CA","Los Angeles","06037570901","+33.8524335,-118.1089643","14.47889042","8.058188438","2.352432728","71.16666667","1.53631e-06"
"CA","Los Angeles","06037570902","+33.8532314,-118.1210795","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037571000","+33.8388435,-118.1016210","14.47889042","8.058188438","2.352432728","71.16666667","1.64743e-05"
"CA","Los Angeles","06037571101","+33.8432785,-118.1162992","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037571102","+33.8359759,-118.1163514","14.47889042","8.058188438","2.352432728","71.16666667","3.87985e-05"
"CA","Los Angeles","06037571200","+33.8395895,-118.1336549","14.47889042","8.058188438","2.352432728","71.16666667","3.33193e-06"
"CA","Los Angeles","06037571300","+33.8356188,-118.1500635","14.47889042","8.058188438","2.352432728","71.16666667","3.76457e-05"
"CA","Los Angeles","06037571400","+33.8351031,-118.1600342","14.47889042","8.058188438","2.352432728","71.16666667","9.87884e-06"
"CA","Los Angeles","06037571502","+33.8421855,-118.1835447","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037571503","+33.8481676,-118.1705772","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037571504","+33.8387095,-118.1697128","14.47889042","8.058188438","2.352432728","71.16666667","1.896e-05"
"CA","Los Angeles","06037571600","+33.8498715,-118.1813827","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037571701","+33.8478820,-118.2017298","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037571703","+33.8493201,-118.1917340","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037571704","+33.8499458,-118.1870723","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037571800","+33.8334835,-118.1970981","14.47889042","8.058188438","2.352432728","71.16666667","3.15433e-05"
"CA","Los Angeles","06037571900","+33.8319177,-118.1773895","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572001","+33.8227205,-118.1762684","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572002","+33.8230804,-118.1916370","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572100","+33.8238924,-118.2035057","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572201","+33.8161800,-118.1953378","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572202","+33.8089196,-118.1953401","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572301","+33.8219958,-118.2215755","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572302","+33.8161834,-118.2105459","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572400","+33.8248551,-118.2108384","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572500","+33.8165383,-118.2182796","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572600","+33.8071157,-118.2140846","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572700","+33.8015490,-118.2127160","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572800","+33.7952959,-118.2212087","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037572900","+33.7930319,-118.2113097","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037573002","+33.7934840,-118.1915444","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037573003","+33.7943972,-118.2020691","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037573004","+33.7934906,-118.1964734","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037573100","+33.7998434,-118.1975090","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037573201","+33.8006191,-118.1853182","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037573202","+33.7934864,-118.1850191","14.47889042","8.058188438","2.352432728","71.16666667","3.59074e-07"
"CA","Los Angeles","06037573300","+33.7932911,-118.1757078","14.47889042","8.058188438","2.352432728","71.16666667","1.33859e-07"
"CA","Los Angeles","06037573401","+33.8128912,-118.1796451","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037573402","+33.8016982,-118.1691428","14.47889042","8.058188438","2.352432728","71.16666667","9.12344e-07"
"CA","Los Angeles","06037573403","+33.7986075,-118.1589588","14.47889042","8.058188438","2.352432728","71.16666667","4.14943e-05"
"CA","Los Angeles","06037573601","+33.8262896,-118.1316155","14.47889042","8.058188438","2.352432728","71.16666667","7.51242e-06"
"CA","Los Angeles","06037573700","+33.8262637,-118.1094908","14.47889042","8.058188438","2.352432728","71.16666667","2.08762e-05"
"CA","Los Angeles","06037573800","+33.8242122,-118.0984125","14.47889042","8.058188438","2.352432728","71.16666667","8.29913e-06"
"CA","Los Angeles","06037573902","+33.8135353,-118.0775765","14.47889042","8.058188438","2.352432728","71.16666667","1.86323e-06"
"CA","Los Angeles","06037574000","+33.8144739,-118.1017387","14.47889042","8.058188438","2.352432728","71.16666667","6.37919e-06"
"CA","Los Angeles","06037574100","+33.8138403,-118.1228270","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037574201","+33.8039339,-118.1276554","14.47889042","8.058188438","2.352432728","71.16666667","4.70015e-08"
"CA","Los Angeles","06037574202","+33.8018724,-118.1432883","14.47889042","8.058188438","2.352432728","71.16666667","2.17691e-05"
"CA","Los Angeles","06037574300","+33.7994363,-118.1180820","14.47889042","8.058188438","2.352432728","71.16666667","1.02606e-07"
"CA","Los Angeles","06037574400","+33.8042037,-118.1015045","14.47889042","8.058188438","2.352432728","71.16666667","0.000160014"
"CA","Los Angeles","06037574500","+33.7873397,-118.1000457","14.47889042","8.058188438","2.352432728","71.16666667","4.78805e-06"
"CA","Los Angeles","06037574601","+33.7837945,-118.1148009","14.47889042","8.058188438","2.352432728","71.16666667","3.86618e-05"
"CA","Los Angeles","06037574602","+33.7781493,-118.1067858","14.47889042","8.058188438","2.352432728","71.16666667","3.36459e-06"
"CA","Los Angeles","06037574700","+33.7784358,-118.1186480","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037574800","+33.7834929,-118.1274859","14.47889042","8.058188438","2.352432728","71.16666667","4.09786e-06"
"CA","Los Angeles","06037574901","+33.7921434,-118.1251759","14.47889042","8.058188438","2.352432728","71.16666667","5.91266e-06"
"CA","Los Angeles","06037574902","+33.7913432,-118.1378391","14.47889042","8.058188438","2.352432728","71.16666667","4.37678e-07"
"CA","Los Angeles","06037575001","+33.7947040,-118.1471333","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575002","+33.7857845,-118.1434676","14.47889042","8.058188438","2.352432728","71.16666667","1.8512e-05"
"CA","Los Angeles","06037575101","+33.7881302,-118.1623973","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575102","+33.7844124,-118.1621912","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575103","+33.7861933,-118.1534873","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575201","+33.7864873,-118.1767949","14.47889042","8.058188438","2.352432728","71.16666667","2.53136e-06"
"CA","Los Angeles","06037575202","+33.7858671,-118.1704604","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575300","+33.7862258,-118.1850264","14.47889042","8.058188438","2.352432728","71.16666667","8.51362e-06"
"CA","Los Angeles","06037575401","+33.7863532,-118.2001740","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575402","+33.7862264,-118.1915438","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575500","+33.7868656,-118.2146254","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575801","+33.7796381,-118.2014531","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575802","+33.7789620,-118.1972070","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575803","+33.7789661,-118.1937148","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037575901","+33.7726916,-118.2023757","14.47889042","8.058188438","2.352432728","71.16666667","1.62521e-06"
"CA","Los Angeles","06037575902","+33.7723157,-118.1952012","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576001","+33.7631159,-118.1938633","14.47889042","8.058188438","2.352432728","71.16666667","9.56997e-07"
"CA","Los Angeles","06037576200","+33.7723836,-118.1867636","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576301","+33.7789685,-118.1886964","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576302","+33.7789718,-118.1828489","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576401","+33.7789740,-118.1785058","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576402","+33.7789756,-118.1741618","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576403","+33.7789729,-118.1698152","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576501","+33.7722390,-118.1787306","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576502","+33.7719180,-118.1740906","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576503","+33.7718291,-118.1697407","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576601","+33.7665662,-118.1799258","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576602","+33.7631621,-118.1714209","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576700","+33.7618269,-118.1618264","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576801","+33.7715757,-118.1642818","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576802","+33.7717856,-118.1577274","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576901","+33.7791377,-118.1646320","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576903","+33.7807787,-118.1567668","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037576904","+33.7771513,-118.1573180","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037577000","+33.7768730,-118.1401379","14.47889042","8.058188438","2.352432728","71.16666667","7.38472e-05"
"CA","Los Angeles","06037577100","+33.7707927,-118.1480649","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037577200","+33.7601259,-118.1534400","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037577300","+33.7556821,-118.1387992","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037577400","+33.7629063,-118.1351139","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037577501","+33.7551714,-118.1232111","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037577504","+33.7508616,-118.1289701","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037577602","+33.7700579,-118.1126708","14.47889042","8.058188438","2.352432728","71.16666667","5.11637e-06"
"CA","Los Angeles","06037577603","+33.7691133,-118.1273194","14.47889042","8.058188438","2.352432728","71.16666667","2.10477e-05"
"CA","Los Angeles","06037577604","+33.7557499,-118.1100855","14.47889042","8.058188438","2.352432728","71.16666667","1.82639e-06"
"CA","Los Angeles","06037599000","+33.3421559,-118.3304567","14.47889042","8.058188438","2.352432728","67.27777778","0.000636198"
"CA","Los Angeles","06037599100","+32.8977598,-118.4584354","10.11959596","5.737637311","2.322743543","69.22222222","0.000273257"
"CA","Los Angeles","06037600100","+33.9551471,-118.2956255","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037600201","+33.9482522,-118.2972695","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037600202","+33.9426036,-118.2991423","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037600302","+33.9354750,-118.3046455","14.47889042","8.058188438","2.352432728","73.11111111","0"
"CA","Los Angeles","06037600303","+33.9355949,-118.2983324","14.47889042","8.058188438","2.352432728","73.11111111","0"
